Speed	Enercon_E44_900	Enercon_E48_800	Enercon_E53_800	Enercon_E70_2300	Enercon_E82_2000	Enercon_E82_2300	Enercon_E82_3000	Enercon_E92_2350	Enercon_E126_7500	GE_2.5xl	Vestas_V90_2000	Vestas_V100_2000	Vestas_V110_2000	XANT_M21_100
11.75	0.753394413	0.906230158	0.953977358	0.794301953	0.966477134	0.874372466	0.703809014	0.874372466	0.730905597	0.973715849	0.983103329	0.99933181	1	1
11.76	0.754512545	0.907085257	0.9543257	0.79551721	0.966872302	0.875175947	0.704800229	0.875175947	0.732028691	0.974139568	0.983413006	0.999370937	1	1
11.77	0.75562696	0.907934934	0.954673999	0.796725692	0.967264352	0.87597647	0.705791127	0.87597647	0.733150187	0.97455785	0.983717465	0.999409006	1	1
11.78	0.756737652	0.908779165	0.955022382	0.797927339	0.967653367	0.876774055	0.706781703	0.876774055	0.734270115	0.974970748	0.984016801	0.999446019	1	1
11.79	0.757844615	0.909617925	0.955370976	0.79912209	0.968039428	0.877568722	0.707771948	0.877568722	0.735388509	0.975378315	0.984311111	0.999481981	1	1
11.8	0.758947844	0.910451192	0.955719904	0.800309883	0.968422617	0.878360489	0.708761854	0.878360489	0.736505398	0.975780603	0.984600489	0.999516894	1	1
11.81	0.760047333	0.91127894	0.956069295	0.801490658	0.968803017	0.879149377	0.709751413	0.879149377	0.737620813	0.976177668	0.984885032	0.999550762	1	1
11.82	0.761143077	0.912101147	0.956419274	0.802664354	0.96918071	0.879935404	0.710740618	0.879935404	0.738734787	0.97656956	0.985164835	0.999583587	1	1
11.83	0.76223507	0.912917788	0.956769966	0.80383091	0.969555777	0.88071859	0.71172946	0.88071859	0.739847349	0.976956335	0.985439995	0.999615374	1	1
11.84	0.763323307	0.913728839	0.957121497	0.804990265	0.969928301	0.881498955	0.712717933	0.881498955	0.740958531	0.977338045	0.985710606	0.999646126	1	1
11.85	0.764407782	0.914534277	0.957473994	0.806142358	0.970298364	0.882276519	0.713706028	0.882276519	0.742068365	0.977714743	0.985976765	0.999675845	1	1
11.86	0.765488491	0.915334077	0.957827583	0.807287127	0.970666047	0.8830513	0.714693737	0.8830513	0.743176881	0.978086482	0.986238568	0.999704535	1	1
11.87	0.766565426	0.916128215	0.958182389	0.808424512	0.971031434	0.883823319	0.715681053	0.883823319	0.744284111	0.978453317	0.98649611	0.999732199	1	1
11.88	0.767638584	0.916916668	0.958538539	0.809554453	0.971394605	0.884592594	0.716667968	0.884592594	0.745390085	0.978815299	0.986749487	0.999758842	1	1
11.89	0.768707957	0.917699412	0.958896157	0.810676887	0.971755643	0.885359145	0.717654474	0.885359145	0.746494836	0.979172482	0.986998795	0.999784465	1	1
11.9	0.769773542	0.918476422	0.959255371	0.811791754	0.972114631	0.886122992	0.718640563	0.886122992	0.747598393	0.97952492	0.987244129	0.999809072	1	1
11.91	0.770835332	0.919247675	0.959616307	0.812898993	0.972471649	0.886884155	0.719626228	0.886884155	0.748700788	0.979872665	0.987485586	0.999832667	1	1
11.92	0.771893322	0.920013147	0.959979089	0.813998543	0.972826781	0.887642652	0.720611461	0.887642652	0.749802052	0.980215772	0.98772326	0.999855252	1	1
11.93	0.772947507	0.920772813	0.960343845	0.815090343	0.973180108	0.888398504	0.721596253	0.888398504	0.750902217	0.980554292	0.987957249	0.999876832	1	1
11.94	0.77399788	0.921526651	0.9607107	0.816174333	0.973531712	0.889151729	0.722580597	0.889151729	0.752001314	0.98088828	0.988187647	0.999897409	1	1
11.95	0.775044437	0.922274636	0.96107978	0.81725045	0.973881676	0.889902347	0.723564486	0.889902347	0.753099373	0.981217788	0.98841455	1	1	1
11.96	0.776087172	0.923016743	0.961451211	0.818318634	0.974230081	0.890650379	0.724547911	0.890650379	0.754196426	0.98154287	0.988638055	1	1	1
11.97	0.777126079	0.92375295	0.961825118	0.819378825	0.974577009	0.891395842	0.725530865	0.891395842	0.755292503	0.981863579	0.988858256	1	1	1
11.98	0.778161153	0.924483232	0.962201629	0.82043096	0.974922543	0.892138757	0.72651334	0.892138757	0.756387637	0.982179968	0.989075251	1	1	1
11.99	0.779192389	0.925207565	0.962580869	0.82147498	0.975266765	0.892879144	0.727495328	0.892879144	0.757481858	0.982492091	0.989289133	1	1	1
12	0.78021978	0.925925926	0.962962963	0.822510823	0.975609756	0.893617021	0.728476821	0.893617021	0.758575198	0.9828	0.9895	1	1	1
12.01	0.781243328	0.926638302	0.963348001	0.823538454	0.975951581	0.894352408	0.72945781	0.894352408	0.759667676	0.983103746	0.989707934	1	1	0.999795296
12.02	0.782263053	0.927344728	0.963735922	0.824557942	0.976292234	0.895085321	0.73043828	0.895085321	0.760759266	0.983403366	0.989912971	1	1	0.999597917
12.03	0.783278985	0.928045252	0.96412663	0.825569385	0.976631689	0.895815776	0.731418212	0.895815776	0.761849933	0.983698893	0.990115131	1	1	0.999407764
12.04	0.78429115	0.92873992	0.964520026	0.826572876	0.976969921	0.896543787	0.73239759	0.896543787	0.76293964	0.983990363	0.990314437	1	1	0.99922474
12.05	0.785299576	0.929428779	0.964916013	0.827568512	0.977306907	0.897269372	0.733376395	0.897269372	0.76402835	0.984277809	0.990510911	1	1	0.999048748
12.06	0.786304291	0.930111877	0.965314495	0.828556388	0.977642621	0.897992546	0.734354612	0.897992546	0.765116027	0.984561265	0.990704575	1	1	0.998879689
12.07	0.787305323	0.930789259	0.965715373	0.829536601	0.977977039	0.898713324	0.735332221	0.898713324	0.766202634	0.984840765	0.99089545	1	1	0.998717466
12.08	0.788302699	0.931460974	0.966118551	0.830509244	0.978310136	0.899431722	0.736309207	0.899431722	0.767288135	0.985116343	0.991083559	1	1	0.998561981
12.09	0.789296447	0.932127069	0.966523931	0.831474415	0.978641888	0.900147756	0.73728555	0.900147756	0.768372492	0.985388033	0.991268924	1	1	0.998413137
12.1	0.790286594	0.932787589	0.966931415	0.832432209	0.978972269	0.900861441	0.738261236	0.900861441	0.76945567	0.985655869	0.991451566	1	1	0.998270837
12.11	0.791273169	0.933442583	0.967340907	0.833382722	0.979301256	0.901572794	0.739236244	0.901572794	0.770537632	0.985919886	0.991631509	1	1	0.998134982
12.12	0.792256198	0.934092096	0.967752309	0.834326048	0.979628823	0.90228183	0.740210559	0.90228183	0.771618341	0.986180117	0.991808772	1	1	0.998005475
12.13	0.79323571	0.934736177	0.968165524	0.835262284	0.979954946	0.902988564	0.741184164	0.902988564	0.772697761	0.986436596	0.99198338	1	1	0.997882219
12.14	0.794211733	0.935374872	0.968580454	0.836191525	0.980279601	0.903693012	0.742157039	0.903693012	0.773775855	0.986689358	0.992155352	1	1	0.997765115
12.15	0.795184293	0.936008228	0.968997001	0.837113868	0.980602762	0.90439519	0.743129169	0.90439519	0.774852587	0.986938436	0.992324713	1	1	0.997654067
12.16	0.796153419	0.936636292	0.96941507	0.838029406	0.980924405	0.905095114	0.744100536	0.905095114	0.77592792	0.987183865	0.992491482	1	1	0.997548976
12.17	0.797119139	0.937259111	0.969834562	0.838938237	0.981244505	0.9057928	0.745071122	0.9057928	0.777001817	0.987425678	0.992655683	1	1	0.997449745
12.18	0.798081479	0.937876732	0.97025538	0.839840456	0.981563038	0.906488262	0.74604091	0.906488262	0.778074242	0.98766391	0.992817338	1	1	0.997356276
12.19	0.799040468	0.938489202	0.970677427	0.840736159	0.981879979	0.907181517	0.747009883	0.907181517	0.779145159	0.987898594	0.992976468	1	1	0.997268472
12.2	0.799996133	0.939096568	0.971100605	0.84162544	0.982195303	0.907872581	0.747978023	0.907872581	0.78021453	0.988129765	0.993133095	1	1	0.997186235
12.21	0.800948503	0.939698877	0.971524816	0.842508396	0.982508986	0.908561469	0.748945314	0.908561469	0.78128232	0.988357456	0.993287241	1	1	0.997109468
12.22	0.801897604	0.940296175	0.971949965	0.843385123	0.982821003	0.909248196	0.749911736	0.909248196	0.782348491	0.988581702	0.993438929	1	1	0.997038072
12.23	0.802843464	0.940888511	0.972375953	0.844255715	0.983131329	0.909932779	0.750877274	0.909932779	0.783413008	0.988802537	0.99358818	1	1	0.996971951
12.24	0.803786112	0.94147593	0.972802683	0.845120269	0.98343994	0.910615233	0.75184191	0.910615233	0.784475833	0.989019995	0.993735016	1	1	0.996911006
12.25	0.804725574	0.94205848	0.973230057	0.84597888	0.983746811	0.911295575	0.752805626	0.911295575	0.78553693	0.989234109	0.99387946	1	1	0.996855141
12.26	0.805661879	0.942636208	0.973657979	0.846831644	0.984051918	0.911973818	0.753768405	0.911973818	0.786596262	0.989444915	0.994021532	1	1	0.996804256
12.27	0.806595054	0.94320916	0.974086351	0.847678657	0.984355235	0.91264998	0.75473023	0.91264998	0.787653793	0.989652445	0.994161256	1	1	0.996758256
12.28	0.807525126	0.943777385	0.974515075	0.848520014	0.984656738	0.913324076	0.755691083	0.913324076	0.788709487	0.989856734	0.994298652	1	1	0.996717042
12.29	0.808452124	0.944340928	0.974944055	0.84935581	0.984956403	0.913996122	0.756650947	0.913996122	0.789763306	0.990057816	0.994433744	1	1	0.996680516
12.3	0.809376075	0.944899836	0.975373192	0.850186142	0.985254205	0.914666133	0.757609804	0.914666133	0.790815215	0.990255725	0.994566553	1	1	0.996648581
12.31	0.810297007	0.945454157	0.97580239	0.851011105	0.985550118	0.915334125	0.758567637	0.915334125	0.791865176	0.990450496	0.9946971	1	1	0.99662114
12.32	0.811214948	0.946003938	0.976231552	0.851830794	0.98584412	0.916000114	0.75952443	0.916000114	0.792913153	0.990642161	0.994825409	1	1	0.996598094
12.33	0.812129924	0.946549226	0.976660579	0.852645305	0.986136184	0.916664116	0.760480163	0.916664116	0.79395911	0.990830755	0.9949515	1	1	0.996579346
12.34	0.813041965	0.947090067	0.977089375	0.853454735	0.986426286	0.917326145	0.761434821	0.917326145	0.79500301	0.991016313	0.995075396	1	1	0.996564799
12.35	0.813951097	0.947626508	0.977517842	0.854259178	0.986714402	0.917986218	0.762388385	0.917986218	0.796044816	0.991198868	0.995197119	1	1	0.996554355
12.36	0.814857348	0.948158597	0.977945883	0.85505873	0.987000507	0.918644351	0.763340838	0.918644351	0.797084491	0.991378454	0.995316691	1	1	0.996547916
12.37	0.815760746	0.948686381	0.9783734	0.855853486	0.987284576	0.919300559	0.764292163	0.919300559	0.798122	0.991555105	0.995434134	1	1	0.996545385
12.38	0.816661318	0.949209906	0.978800297	0.856643544	0.987566584	0.919954858	0.765242343	0.919954858	0.799157306	0.991728855	0.995549469	1	1	0.996546664
12.39	0.817559093	0.949729219	0.979226476	0.857428997	0.987846508	0.920607264	0.76619136	0.920607264	0.800190372	0.991899739	0.995662719	1	1	0.996551655
12.4	0.818454098	0.950244368	0.979651839	0.858209941	0.988124322	0.921257792	0.767139196	0.921257792	0.801221161	0.992067791	0.995773906	1	1	0.996560261
12.41	0.81934636	0.950755399	0.98007629	0.858986473	0.988400001	0.921906458	0.768085835	0.921906458	0.802249638	0.992233044	0.995883052	1	1	0.996572384
12.42	0.820235908	0.95126236	0.98049973	0.859758688	0.988673522	0.922553277	0.769031258	0.922553277	0.803275764	0.992395532	0.995990177	1	1	0.996587927
12.43	0.821122768	0.951765297	0.980922063	0.860526681	0.988944858	0.923198266	0.769975449	0.923198266	0.804299505	0.99255529	0.996095306	1	1	0.996606792
12.44	0.822006969	0.952264257	0.981343191	0.861290549	0.989213987	0.92384144	0.770918391	0.92384144	0.805320823	0.992712351	0.996198459	1	1	0.996628881
12.45	0.822888538	0.952759287	0.981763017	0.862050386	0.989480882	0.924482815	0.771860065	0.924482815	0.806339681	0.99286675	0.996299659	1	1	0.996654097
12.46	0.823767504	0.953250435	0.982181443	0.862806289	0.98974552	0.925122406	0.772800454	0.925122406	0.807356044	0.99301852	0.996398927	1	1	0.996682342
12.47	0.824643893	0.953737747	0.982598373	0.863558352	0.990007875	0.92576023	0.773739542	0.92576023	0.808369875	0.993167697	0.996496285	1	1	0.996713519
12.48	0.825517733	0.95422127	0.983013708	0.864306673	0.990267924	0.926396301	0.77467731	0.926396301	0.809381136	0.993314313	0.996591756	1	1	0.996747529
12.49	0.826389052	0.954701051	0.983427352	0.865051345	0.990525641	0.927030636	0.775613741	0.927030636	0.810389792	0.993458402	0.996685361	1	1	0.996784276
12.5	0.827257878	0.955177138	0.983839207	0.865792466	0.990781002	0.92766325	0.776548818	0.92766325	0.811395806	0.9936	0.996777123	1	1	0.996823662
12.51	0.828124239	0.955649576	0.984249176	0.86653013	0.991033981	0.928294159	0.777482524	0.928294159	0.812399141	0.993739137	0.996867063	1	1	0.996865588
12.52	0.828988161	0.956118414	0.984657161	0.867264433	0.991284556	0.928923379	0.778414841	0.928923379	0.813399761	0.993875838	0.996955203	1	1	0.996909958
12.53	0.829849673	0.956583698	0.985063066	0.86799547	0.9915327	0.929550925	0.779345752	0.929550925	0.814397629	0.994010125	0.997041565	1	1	0.996956674
12.54	0.830708803	0.957045474	0.985466792	0.868723339	0.991778389	0.930176813	0.780275239	0.930176813	0.815392709	0.994142018	0.997126172	1	1	0.997005638
12.55	0.831565577	0.957503791	0.985868243	0.869448133	0.992021599	0.930801058	0.781203285	0.930801058	0.816384964	0.994271541	0.997209045	1	1	0.997056753
12.56	0.832420024	0.957958695	0.986267321	0.870169949	0.992262304	0.931423677	0.782129872	0.931423677	0.817374357	0.994398715	0.997290206	1	1	0.997109921
12.57	0.833272172	0.958410233	0.986663928	0.870888882	0.992500481	0.932044685	0.783054984	0.932044685	0.818360853	0.994523562	0.997369677	1	1	0.997165044
12.58	0.834122048	0.958858451	0.987057968	0.871605028	0.992736104	0.932664098	0.783978602	0.932664098	0.819344413	0.994646103	0.99744748	1	1	0.997222025
12.59	0.83496968	0.959303398	0.987449344	0.872318483	0.992969149	0.933281932	0.78490071	0.933281932	0.820325003	0.99476636	0.997523637	1	1	0.997280766
12.6	0.835815095	0.959745119	0.987837957	0.873029342	0.993199592	0.933898201	0.78582129	0.933898201	0.821302585	0.994884356	0.99759817	1	1	0.997341169
12.61	0.836658321	0.960183663	0.98822371	0.8737377	0.993427407	0.934512923	0.786740325	0.934512923	0.822277123	0.995000112	0.997671101	1	1	0.997403138
12.62	0.837499386	0.960619075	0.988606507	0.874443654	0.993652569	0.935126112	0.787657797	0.935126112	0.82324858	0.995113649	0.997742452	1	1	0.997466574
12.63	0.838338317	0.961051403	0.988986249	0.875147299	0.993875055	0.935737784	0.788573689	0.935737784	0.824216919	0.99522499	0.997812245	1	1	0.997531379
12.64	0.839175143	0.961480693	0.98936284	0.875848731	0.99409484	0.936347955	0.789487984	0.936347955	0.825182105	0.995334157	0.997880502	1	1	0.997597457
12.65	0.84000989	0.961906994	0.989736181	0.876548045	0.994311899	0.936956641	0.790400663	0.936956641	0.8261441	0.995441171	0.997947244	1	1	0.997664709
12.66	0.840842587	0.962330351	0.990106177	0.877245337	0.994526207	0.937563858	0.791311711	0.937563858	0.827102867	0.995546054	0.998012495	1	1	0.997733038
12.67	0.841673261	0.962750812	0.990472729	0.877940702	0.99473774	0.93816962	0.792221109	0.93816962	0.828058372	0.995648828	0.998076275	1	1	0.997802346
12.68	0.842501941	0.963168423	0.99083574	0.878634237	0.994946472	0.938773944	0.79312884	0.938773944	0.829010575	0.995749515	0.998138607	1	1	0.997872536
12.69	0.843328652	0.963583232	0.991195112	0.879326036	0.99515238	0.939376845	0.794034886	0.939376845	0.829959443	0.995848137	0.998199513	1	1	0.99794351
12.7	0.844153424	0.963995286	0.991550749	0.880016196	0.995355439	0.93997834	0.794939231	0.93997834	0.830904936	0.995944714	0.998259014	1	1	0.99801517
12.71	0.844976284	0.964404632	0.991902554	0.880704812	0.995555624	0.940578443	0.795841857	0.940578443	0.83184702	0.99603927	0.998317133	1	1	0.99808742
12.72	0.845797259	0.964811316	0.992250427	0.88139198	0.99575291	0.941177171	0.796742746	0.941177171	0.832785658	0.996131827	0.998373892	1	1	0.99816016
12.73	0.846616378	0.965215385	0.992594274	0.882077795	0.995947273	0.941774539	0.797641881	0.941774539	0.833720812	0.996222405	0.998429312	1	1	0.998233294
12.74	0.847433667	0.965616887	0.992933995	0.882762352	0.996138688	0.942370562	0.798539245	0.942370562	0.834652447	0.996311026	0.998483415	1	1	0.998306724
12.75	0.848249156	0.966015869	0.993269494	0.883445749	0.99632713	0.942965258	0.79943482	0.942965258	0.835580525	0.996397713	0.998536225	1	1	0.998380352
12.76	0.84906287	0.966412377	0.993600673	0.884128079	0.996512576	0.943558641	0.80032859	0.943558641	0.836505011	0.996482488	0.998587761	1	1	0.998454081
12.77	0.849874838	0.966806458	0.993927435	0.88480944	0.996694999	0.944150726	0.801220535	0.944150726	0.837425868	0.996565371	0.998638048	1	1	0.998527813
12.78	0.850685089	0.96719816	0.994249683	0.885489926	0.996874376	0.94474153	0.802110641	0.94474153	0.838343059	0.996646386	0.998687105	1	1	0.99860145
12.79	0.851493648	0.967587529	0.99456732	0.886169633	0.997050682	0.945331069	0.802998887	0.945331069	0.839256547	0.996725553	0.998734956	1	1	0.998674896
12.8	0.852300544	0.967974613	0.994880247	0.886848656	0.997223891	0.945919358	0.803885259	0.945919358	0.840166296	0.996802895	0.998781622	1	1	0.998748052
12.81	0.853105806	0.968359458	0.995188368	0.887527092	0.997393981	0.946506412	0.804769737	0.946506412	0.84107227	0.996878433	0.998827126	1	1	0.99882082
12.82	0.853909459	0.968742111	0.995491585	0.888205036	0.997560925	0.947092248	0.805652305	0.947092248	0.841974432	0.99695219	0.998871489	1	1	0.998893104
12.83	0.854711533	0.96912262	0.995789801	0.888882583	0.997724699	0.947676881	0.806532946	0.947676881	0.842872745	0.997024187	0.998914733	1	1	0.998964804
12.84	0.855512054	0.969501031	0.996082919	0.88955983	0.997885279	0.948260327	0.807411641	0.948260327	0.843767172	0.997094445	0.99895688	1	1	0.999035825
12.85	0.85631105	0.969877391	0.996370841	0.890236872	0.99804264	0.948842601	0.808288374	0.948842601	0.844657678	0.997162987	0.998997953	1	1	0.999106068
12.86	0.85710855	0.970251747	0.996653471	0.890913804	0.998196758	0.94942372	0.809163127	0.94942372	0.845544226	0.997229835	0.999037972	1	1	0.999175436
12.87	0.857904581	0.970624146	0.996930709	0.891590722	0.998347606	0.950003698	0.810035883	0.950003698	0.846426779	0.99729501	0.999076961	1	1	0.99924383
12.88	0.858699169	0.970994636	0.99720246	0.892267721	0.998495162	0.950582552	0.810906624	0.950582552	0.8473053	0.997358534	0.999114941	1	1	0.999311154
12.89	0.859492344	0.971363263	0.997468626	0.892944899	0.9986394	0.951160297	0.811775333	0.951160297	0.848179753	0.997420429	0.999151934	1	1	0.99937731
12.9	0.860284133	0.971730074	0.99772911	0.893622349	0.998780296	0.95173695	0.812641993	0.95173695	0.849050102	0.997480717	0.999187962	1	1	0.999442199
12.91	0.861074563	0.972095116	0.997983814	0.894300167	0.998917825	0.952312525	0.813506586	0.952312525	0.849916309	0.99753942	0.999223047	1	1	0.999505726
12.92	0.861863663	0.972458436	0.998232641	0.89497845	0.999051962	0.952887038	0.814369095	0.952887038	0.850778338	0.997596559	0.999257211	1	1	0.999567791
12.93	0.862651459	0.97282008	0.998475493	0.895657293	0.999182682	0.953460505	0.815229503	0.953460505	0.851636154	0.997652156	0.999290476	1	1	0.999628297
12.94	0.86343798	0.973180097	0.998712274	0.896336791	0.999309962	0.954032942	0.816087791	0.954032942	0.852489718	0.997706233	0.999322863	1	1	0.999687148
12.95	0.864223253	0.973538533	0.998942885	0.89701704	0.999433776	0.954604365	0.816943944	0.954604365	0.853338995	0.997758812	0.999354396	1	1	0.999744244
12.96	0.865007305	0.973895435	0.99916723	0.897698136	0.9995541	0.955174789	0.817797942	0.955174789	0.854183948	0.997809915	0.999385095	1	1	0.999799489
12.97	0.865790166	0.97425085	0.999385212	0.898380175	0.999670909	0.955744229	0.81864977	0.955744229	0.855024541	0.997859563	0.999414983	1	1	0.999852784
12.98	0.866571861	0.974604825	0.999596732	0.899063251	0.999784179	0.956312702	0.819499409	0.956312702	0.855860736	0.997907779	0.999444082	1	1	1
12.99	0.867352419	0.974957407	0.999801694	0.899747461	0.999893884	0.956880223	0.820346843	0.956880223	0.856692498	0.997954584	0.999472414	1	1	1
13	0.868131868	0.975308642	1	0.9004329	1	0.957446809	0.821192053	0.957446809	0.857519789	0.998	0.9995	1	1	1
13.01	0.868910224	0.975658567	1	0.901119638	1	0.958012461	0.822035025	0.958012461	0.858342586	0.99804405	0.999526861	1	1	1
13.02	0.869687459	0.976007169	1	0.901807639	1	0.958577137	0.822875755	0.958577137	0.859160911	0.998086766	0.999553006	1	1	1
13.03	0.870463534	0.976354425	1	0.902496841	1	0.959140778	0.823714239	0.959140778	0.859974802	0.998128179	0.999578445	1	1	1
13.04	0.871238409	0.976700313	1	0.903187183	1	0.95970333	0.824550477	0.95970333	0.860784294	0.998168321	0.999603186	1	1	1
13.05	0.872012045	0.977044809	1	0.903878603	1	0.960264733	0.825384466	0.960264733	0.861589423	0.998207226	0.999627237	1	1	1
13.06	0.872784402	0.977387889	1	0.904571038	1	0.960824933	0.826216203	0.960824933	0.862390225	0.998244924	0.999650607	1	1	1
13.07	0.873555443	0.977729531	1	0.905264427	1	0.961383872	0.827045686	0.961383872	0.863186736	0.99828145	0.999673303	1	1	1
13.08	0.874325126	0.978069711	1	0.905958709	1	0.961941493	0.827872915	0.961941493	0.863978992	0.998316834	0.999695335	1	1	1
13.09	0.875093414	0.978408406	1	0.906653822	1	0.96249774	0.828697885	0.96249774	0.864767028	0.998351109	0.99971671	1	1	1
13.1	0.875860266	0.978745593	1	0.907349703	1	0.963052555	0.829520595	0.963052555	0.865550882	0.998384307	0.999737437	1	1	1
13.11	0.876625644	0.979081248	1	0.908046291	1	0.963605883	0.830341043	0.963605883	0.866330588	0.998416461	0.999757524	1	1	1
13.12	0.877389508	0.979415349	1	0.908743524	1	0.964157667	0.831159227	0.964157667	0.867106183	0.998447603	0.99977698	1	1	1
13.13	0.878151818	0.979747872	1	0.909441341	1	0.964707849	0.831975145	0.964707849	0.867877702	0.998477765	0.999795814	1	1	1
13.14	0.878912536	0.980078794	1	0.91013968	1	0.965256373	0.832788794	0.965256373	0.868645183	0.99850698	0.999814032	1	1	1
13.15	0.879671623	0.980408091	1	0.910838478	1	0.965803182	0.833600173	0.965803182	0.869408659	0.998535279	0.999831645	1	1	1
13.16	0.880429038	0.980735741	1	0.911537674	1	0.96634822	0.834409278	0.96634822	0.870168168	0.998562696	0.999848659	1	1	1
13.17	0.881184743	0.981061721	1	0.912237207	1	0.966891429	0.835216109	0.966891429	0.870923746	0.998589261	0.999865085	1	1	1
13.18	0.881938699	0.981386006	1	0.912937014	1	0.967432753	0.836020662	0.967432753	0.871675428	0.998615009	0.999880929	1	1	1
13.19	0.882690865	0.981708574	1	0.913637034	1	0.967972136	0.836822936	0.967972136	0.872423251	0.99863997	0.9998962	1	1	1
13.2	0.883441203	0.982029402	1	0.914337205	1	0.96850952	0.837622929	0.96850952	0.87316725	0.998664177	1	1	1	1
13.21	0.884189674	0.982348466	1	0.915037465	1	0.969044849	0.838420638	0.969044849	0.873907461	0.998687663	1	1	1	1
13.22	0.884936238	0.982665743	1	0.915737752	1	0.969578066	0.839216061	0.969578066	0.874643921	0.99871046	1	1	1	1
13.23	0.885680857	0.98298121	1	0.916438004	1	0.970109114	0.840009196	0.970109114	0.875376664	0.9987326	1	1	1	1
13.24	0.886423489	0.983294844	1	0.917138161	1	0.970637937	0.840800042	0.970637937	0.876105728	0.998754115	1	1	1	1
13.25	0.887164098	0.983606621	1	0.917838159	1	0.971164477	0.841588595	0.971164477	0.876831149	0.998775037	1	1	1	1
13.26	0.887902642	0.983916519	1	0.918537938	1	0.971688679	0.842374853	0.971688679	0.877552961	0.9987954	1	1	1	1
13.27	0.888639083	0.984224513	1	0.919237435	1	0.972210485	0.843158815	0.972210485	0.878271201	0.998815235	1	1	1	1
13.28	0.889373382	0.984530581	1	0.919936589	1	0.972729838	0.843940479	0.972729838	0.878985905	0.998834574	1	1	1	1
13.29	0.890105499	0.9848347	1	0.920635337	1	0.973246682	0.844719841	0.973246682	0.879697109	0.99885345	1	1	1	1
13.3	0.890835395	0.985136846	1	0.921333619	1	0.973760961	0.845496901	0.973760961	0.880404849	0.998871894	1	1	1	1
13.31	0.89156303	0.985436997	1	0.922031372	1	0.974272616	0.846271655	0.974272616	0.881109161	0.998889941	1	1	1	1
13.32	0.892288366	0.985735128	1	0.922728534	1	0.974781593	0.847044103	0.974781593	0.881810081	0.99890762	1	1	1	1
13.33	0.893011364	0.986031217	1	0.923425044	1	0.975287833	0.84781424	0.975287833	0.882507645	0.998924966	1	1	1	1
13.34	0.893731983	0.98632524	1	0.92412084	1	0.97579128	0.848582066	0.97579128	0.883201888	0.99894201	1	1	1	1
13.35	0.894450184	0.986617175	1	0.92481586	1	0.976291877	0.849347579	0.976291877	0.883892847	0.998958784	1	1	1	1
13.36	0.895165929	0.986906997	1	0.925510042	1	0.976789568	0.850110775	0.976789568	0.884580558	0.998975321	1	1	1	1
13.37	0.895879178	0.987194685	1	0.926203325	1	0.977284296	0.850871653	0.977284296	0.885265056	0.998991652	1	1	1	1
13.38	0.896589891	0.987480214	1	0.926895646	1	0.977776005	0.851630212	0.977776005	0.885946378	0.999007812	1	1	1	1
13.39	0.89729803	0.987763561	1	0.927586945	1	0.978264636	0.852386447	0.978264636	0.88662456	0.99902383	1	1	1	1
13.4	0.898003555	0.988044703	1	0.928277159	1	0.978750134	0.853140359	0.978750134	0.887299637	0.999039741	1	1	1	1
13.41	0.898706427	0.988323617	1	0.928966226	1	0.979232443	0.853891943	0.979232443	0.887971645	0.999055576	1	1	1	1
13.42	0.899406607	0.98860028	1	0.929654084	1	0.979711504	0.854641199	0.979711504	0.888640621	0.999071367	1	1	1	1
13.43	0.900104055	0.988874669	1	0.930340673	1	0.980187262	0.855388124	0.980187262	0.8893066	0.999087146	1	1	1	1
13.44	0.900798731	0.989146759	1	0.931025929	1	0.980659659	0.856132715	0.980659659	0.889969618	0.999102947	1	1	1	1
13.45	0.901490598	0.989416529	1	0.931709792	1	0.981128639	0.856874972	0.981128639	0.890629712	0.999118801	1	1	1	1
13.46	0.902179615	0.989683954	1	0.932392199	1	0.981594146	0.857614891	0.981594146	0.891286917	0.999134741	1	1	1	1
13.47	0.902865743	0.989949012	1	0.933073089	1	0.982056122	0.85835247	0.982056122	0.891941269	0.999150798	1	1	1	1
13.48	0.903548943	0.990211679	1	0.9337524	1	0.982514511	0.859087707	0.982514511	0.892592804	0.999167006	1	1	1	1
13.49	0.904229175	0.990471933	1	0.93443007	1	0.982969255	0.859820601	0.982969255	0.893241558	0.999183395	1	1	1	1
13.5	0.904906401	0.990729749	1	0.935106037	1	0.983420299	0.860551149	0.983420299	0.893887568	0.9992	1	1	1	1
13.51	0.905580581	0.990985105	1	0.93578024	1	0.983867585	0.861279348	0.983867585	0.894530868	0.999216843	1	1	1	1
13.52	0.906251675	0.991237977	1	0.936452616	1	0.984311058	0.862005197	0.984311058	0.895171495	0.999233917	1	1	1	1
13.53	0.906919645	0.991488343	1	0.937123104	1	0.984750659	0.862728694	0.984750659	0.895809486	0.999251205	1	1	1	1
13.54	0.907584451	0.991736178	1	0.937791643	1	0.985186332	0.863449836	0.985186332	0.896444875	0.99926869	1	1	1	1
13.55	0.908246054	0.99198146	1	0.93845817	1	0.985618021	0.864168621	0.985618021	0.897077699	0.999286355	1	1	1	1
13.56	0.908904414	0.992224166	1	0.939122623	1	0.986045669	0.864885047	0.986045669	0.897707993	0.999304185	1	1	1	1
13.57	0.909559493	0.992464272	1	0.939784941	1	0.986469218	0.865599112	0.986469218	0.898335795	0.999322163	1	1	1	1
13.58	0.910211251	0.992701756	1	0.940445063	1	0.986888613	0.866310814	0.986888613	0.898961139	0.999340271	1	1	1	1
